"Ratio,O/F","pc,Pa",Nozzleinl,Nozzleexi,"rho,kg/m^","Tc,K",M,gamma,k,"c*,m/s","Isopt,s","Isvac,s",Cfopt,Cfvac,c.factor,_1
7.7,6801325,0,1,0,3304.4785,26.489,1.1737,1.1575,1590.2806,258.3714,278.8861,1.5933,1.7198,1,
7.7,6901325,0,1,0,3305.7123,26.4916,1.1738,1.1577,1590.4323,258.6789,279.1081,1.595,1.721,1,
7.7,7001325,0,1,0,3306.9269,26.4942,1.1738,1.1578,1590.5814,258.9807,279.3262,1.5967,1.7222,1,
7.7,7101325,0,1,0,3308.1229,26.4967,1.1739,1.1579,1590.7279,259.2770,279.5404,1.5984,1.7233,1,
7.7,7201325,0,1,0,3309.3009,26.4992,1.174,1.158,1590.872,259.5679,279.7508,1.6001,1.7245,1,
7.7,7301325,0,1,0,3310.4612,26.5017,1.174,1.1581,1591.0138,259.8537,279.9575,1.6017,1.7256,1,
7.7,7401325,0,1,0,3311.6046,26.5042,1.1741,1.1582,1591.1532,260.1345,280.1608,1.6033,1.7267,1,
7.7,7501325,0,1,0,3312.7313,26.5066,1.1742,1.1583,1591.2904,260.4104,280.3606,1.6048,1.7278,1,
7.7,7601325,0,1,0,3313.8419,26.5089,1.1742,1.1584,1591.4254,260.6816,280.557,1.6064,1.7288,1,
7.7,7701325,0,1,0,3314.9367,26.5112,1.1743,1.1586,1591.5582,260.9483,280.7503,1.6079,1.7299,1,
7.7,7801325,0,1,0,3316.0163,26.5135,1.1743,1.1587,1591.6891,261.2105,280.9404,1.6094,1.7309,1,
7.7,7901325,0,1,0,3317.0809,26.5158,1.1744,1.1588,1591.8179,261.4684,281.1275,1.6108,1.7319,1,
7.7,8001325,0,1,0,3318.1311,26.5181,1.1745,1.1589,1591.9448,261.7221,281.3116,1.6123,1.7329,1,
7.7,8101325,0,1,0,3319.1671,26.5203,1.1745,1.159,1592.0697,261.9718,281.4929,1.6137,1.7339,1,
7.7,8201325,0,1,0,3320.1893,26.5224,1.1746,1.1591,1592.1929,262.2176,281.6713,1.6151,1.7349,1,
7.7,8301325,0,1,0,3321.198,26.5246,1.1747,1.1592,1592.3142,262.4595,281.8471,1.6164,1.7358,1,
7.7,8401325,0,1,0,3322.1937,26.5267,1.1747,1.1593,1592.4338,262.6977,282.0202,1.6178,1.7368,1,
7.7,8501325,0,1,0,3323.1765,26.5288,1.1748,1.1594,1592.5517,262.9323,282.1907,1.6191,1.7377,1,
7.7,8601325,0,1,0,3324.1468,26.5309,1.1748,1.1595,1592.6679,263.1634,282.3588,1.6204,1.7386,1,
7.7,8701325,0,1,0,3325.105,26.5329,1.1749,1.1595,1592.7825,263.3910,282.5244,1.6217,1.7395,1,
7.7,8801325,0,1,0,3326.0513,26.5349,1.1749,1.1596,1592.8955,263.6153,282.6876,1.6229,1.7404,1,
7.7,8901325,0,1,0,3326.9859,26.5369,1.175,1.1597,1593.007,263.8363,282.8485,1.6242,1.7412,1,
7.7,9001325,0,1,0,3327.9091,26.5389,1.175,1.1598,1593.1169,264.0541,283.0071,1.6254,1.7421,1,
7.7,9101325,0,1,0,3328.8213,26.5408,1.1751,1.1599,1593.2254,264.2689,283.1636,1.6266,1.7429,1,
7.7,9201325,0,1,0,3329.7226,26.5427,1.1752,1.16,1593.3324,264.4807,283.3179,1.6278,1.7438,1,
7.7,9301325,0,1,0,3330.6133,26.5446,1.1752,1.1601,1593.4381,264.6895,283.4701,1.629,1.7446,1,
7.7,9401325,0,1,0,3331.4936,26.5465,1.1753,1.1602,1593.5424,264.8954,283.6203,1.6302,1.7454,1,
7.7,9500000,0,1,0,3332.3522,26.5483,1.1753,1.1603,1593.6439,265.0959,283.7665,1.6313,1.7462,1,
7.8,101325,0,1,0,2914.2871,25.7209,1.159,1.1278,1531.1412,nan,0,0,0,1,
7.8,201325,0,1,0,2980.4076,25.8617,1.1608,1.132,1542.0396,114.6769,194.9179,0.7293,1.2396,1,
7.8,301325,0,1,0,3019.228,25.9445,1.1619,1.1346,1548.256,143.4539,205.1297,0.9086,1.2993,1,
7.8,401325,0,1,0,3046.7498,26.0033,1.1627,1.1364,1552.5797,160.3515,213.9154,1.0128,1.3512,1,
7.8,501325,0,1,0,3068.0541,26.0488,1.1634,1.1379,1555.8779,172.0695,220.7787,1.0845,1.3916,1,
7.8,601325,0,1,0,3085.418,26.086,1.1639,1.1391,1558.5342,180.9124,226.2659,1.1383,1.4237,1,
7.8,701325,0,1,0,3100.0603,26.1173,1.1644,1.1401,1560.7513,187.9410,230.7721,1.1809,1.45,1,
7.8,801325,0,1,0,3112.71,26.1443,1.1648,1.141,1562.6498,193.7278,234.5565,1.2158,1.472,1,
7.8,901325,0,1,0,3123.8382,26.1682,1.1652,1.1418,1564.3066,198.6155,237.7929,1.2451,1.4907,1,
7.8,1001325,0,1,0,3133.7665,26.1894,1.1656,1.1425,1565.7742,202.8245,240.6024,1.2703,1.5069,1,
7.8,1101325,0,1,0,3142.7247,26.2086,1.1659,1.1431,1567.0896,206.5049,243.0721,1.2923,1.5211,1,
7.8,1201325,0,1,0,3150.8823,26.2261,1.1662,1.1437,1568.2802,209.7632,245.2666,1.3117,1.5337,1,
7.8,1301325,0,1,0,3158.3683,26.2421,1.1665,1.1443,1569.3666,212.6774,247.235,1.329,1.5449,1,
7.8,1401325,0,1,0,3165.2826,26.2569,1.1667,1.1448,1570.3589,215.3066,249.0151,1.3446,1.5551,1,
7.8,1501325,0,1,0,3171.7047,26.2707,1.167,1.1453,1571.2871,217.6963,250.6365,1.3587,1.5643,1,
7.8,1601325,0,1,0,3177.6986,26.2835,1.1672,1.1457,1572.1439,219.8822,252.1228,1.3716,1.5727,1,
7.8,1701325,0,1,0,3183.3165,26.2955,1.1674,1.1462,1572.9434,221.8931,253.4929,1.3834,1.5804,1,
7.8,1801325,0,1,0,3188.6017,26.3069,1.1676,1.1466,1573.6923,223.7521,254.7621,1.3943,1.5876,1,
7.8,1901325,0,1,0,3193.5905,26.3176,1.1678,1.1469,1574.3963,225.4784,255.9431,1.4045,1.5942,1,
7.8,2001325,0,1,0,3198.3136,26.3277,1.168,1.1473,1575.0602,227.0877,257.0463,1.4139,1.6004,1,
7.8,2101325,0,1,0,3202.7972,26.3373,1.1682,1.1477,1575.688,228.5935,258.0806,1.4227,1.6062,1,
7.8,2201325,0,1,0,3207.0637,26.3464,1.1684,1.148,1576.2833,230.0068,259.0534,1.431,1.6117,1,
7.8,2301325,0,1,0,3211.1326,26.3551,1.1686,1.1483,1576.8491,231.3374,259.971,1.4387,1.6168,1,
7.8,2401325,0,1,0,3215.0209,26.3635,1.1687,1.1486,1577.3878,232.5933,260.8387,1.446,1.6216,1,
7.8,2501325,0,1,0,3218.7436,26.3714,1.1689,1.1489,1577.902,233.7817,261.6614,1.453,1.6262,1,
7.8,2601325,0,1,0,3222.3137,26.3791,1.169,1.1492,1578.3935,234.9088,262.443,1.4595,1.6306,1,
7.8,2701325,0,1,0,3225.7429,26.3864,1.1692,1.1495,1578.8642,235.9799,263.1871,1.4657,1.6347,1,
7.8,2801325,0,1,0,3229.0416,26.3935,1.1693,1.1497,1579.3156,236.9998,263.8969,1.4716,1.6386,1,
7.8,2901325,0,1,0,3232.219,26.4003,1.1695,1.15,1579.7491,237.9728,264.5751,1.4773,1.6424,1,
7.8,3001325,0,1,0,3235.2835,26.4069,1.1696,1.1502,1580.166,238.9024,265.2241,1.4826,1.646,1,
7.8,3101325,0,1,0,3238.2426,26.4132,1.1697,1.1505,1580.5675,239.7921,265.8461,1.4878,1.6494,1,
7.8,3201325,0,1,0,3241.103,26.4193,1.1698,1.1507,1580.9546,240.6447,266.4432,1.4927,1.6527,1,
7.8,3301325,0,1,0,3243.8709,26.4253,1.17,1.1509,1581.3281,241.4630,267.017,1.4974,1.6559,1,
7.8,3401325,0,1,0,3246.5519,26.431,1.1701,1.1511,1581.689,242.2493,267.5691,1.502,1.659,1,
7.8,3501325,0,1,0,3249.1511,26.4366,1.1702,1.1514,1582.0381,243.0058,268.101,1.5063,1.6619,1,
7.8,3601325,0,1,0,3251.6732,26.442,1.1703,1.1516,1582.3759,243.7344,268.6139,1.5105,1.6647,1,
7.8,3701325,0,1,0,3254.1225,26.4472,1.1704,1.1518,1582.7032,244.4369,269.1091,1.5146,1.6674,1,
7.8,3801325,0,1,0,3256.5029,26.4523,1.1705,1.152,1583.0205,245.1150,269.5877,1.5185,1.6701,1,
7.8,3901325,0,1,0,3258.818,26.4573,1.1706,1.1522,1583.3284,245.7700,270.0505,1.5222,1.6726,1,
7.8,4001325,0,1,0,3261.0713,26.4621,1.1707,1.1523,1583.6274,246.4035,270.4985,1.5259,1.6751,1,
7.8,4101325,0,1,0,3263.2657,26.4668,1.1708,1.1525,1583.9179,247.0165,270.9326,1.5294,1.6774,1,
7.8,4201325,0,1,0,3265.4043,26.4714,1.1709,1.1527,1584.2005,247.6103,271.3535,1.5328,1.6798,1,
7.8,4301325,0,1,0,3267.4896,26.4759,1.171,1.1529,1584.4754,248.1859,271.7619,1.5361,1.682,1,
7.8,4401325,0,1,0,3269.5241,26.4802,1.1711,1.153,1584.743,248.7442,272.1584,1.5393,1.6842,1,
7.8,4501325,0,1,0,3271.5102,26.4845,1.1712,1.1532,1585.0038,249.2862,272.5437,1.5424,1.6863,1,
7.8,4601325,0,1,0,3273.45,26.4886,1.1713,1.1534,1585.2579,249.8128,272.9184,1.5454,1.6883,1,
7.8,4701325,0,1,0,3275.3456,26.4927,1.1714,1.1535,1585.5057,250.3246,273.2828,1.5483,1.6903,1,
7.8,4801325,0,1,0,3277.1989,26.4966,1.1715,1.1537,1585.7476,250.8224,273.6377,1.5511,1.6922,1,
7.8,4901325,0,1,0,3279.0115,26.5005,1.1716,1.1539,1585.9836,251.3068,273.9833,1.5539,1.6941,1,
7.8,5001325,0,1,0,3280.7853,26.5043,1.1717,1.154,1586.2142,251.7786,274.3201,1.5566,1.696,1,
7.8,5101325,0,1,0,3282.5217,26.508,1.1718,1.1542,1586.4395,252.2382,274.6485,1.5592,1.6978,1,
7.8,5201325,0,1,0,3284.2223,26.5117,1.1718,1.1543,1586.6597,252.6863,274.9688,1.5618,1.6995,1,
7.8,5301325,0,1,0,3285.8884,26.5153,1.1719,1.1544,1586.8751,253.1233,275.2815,1.5643,1.7012,1,
7.8,5401325,0,1,0,3287.5214,26.5187,1.172,1.1546,1587.0858,253.5496,275.5869,1.5667,1.7029,1,
7.8,5501325,0,1,0,3289.1224,26.5222,1.1721,1.1547,1587.292,253.9659,275.8851,1.5691,1.7045,1,
7.8,5601325,0,1,0,3290.6927,26.5255,1.1722,1.1549,1587.4939,254.3724,276.1767,1.5714,1.7061,1,
7.8,5701325,0,1,0,3292.2333,26.5288,1.1722,1.155,1587.6916,254.7697,276.4617,1.5736,1.7076,1,
7.8,5801325,0,1,0,3293.7454,26.5321,1.1723,1.1551,1587.8854,255.1579,276.7405,1.5758,1.7091,1,
7.8,5901325,0,1,0,3295.2299,26.5353,1.1724,1.1553,1588.0752,255.5376,277.0132,1.578,1.7106,1,
7.8,6001325,0,1,0,3296.6878,26.5384,1.1725,1.1554,1588.2614,255.9090,277.2803,1.5801,1.7121,1,
7.8,6101325,0,1,0,3298.1199,26.5414,1.1725,1.1555,1588.444,256.2725,277.5417,1.5822,1.7135,1,
7.8,6201325,0,1,0,3299.5271,26.5445,1.1726,1.1556,1588.6231,256.6284,277.7978,1.5842,1.7149,1,
7.8,6301325,0,1,0,3300.9103,26.5474,1.1727,1.1558,1588.7988,256.9769,278.0488,1.5862,1.7162,1,
7.8,6401325,0,1,0,3302.2701,26.5503,1.1727,1.1559,1588.9713,257.3183,278.2948,1.5881,1.7176,1,
7.8,6501325,0,1,0,3303.6074,26.5532,1.1728,1.156,1589.1407,257.6528,278.536,1.59,1.7189,1,
7.8,6601325,0,1,0,3304.9229,26.556,1.1729,1.1561,1589.3071,257.9808,278.7726,1.5918,1.7201,1,
7.8,6701325,0,1,0,3306.2171,26.5588,1.173,1.1562,1589.4705,258.3024,279.0047,1.5937,1.7214,1,
7.8,6801325,0,1,0,3307.4908,26.5615,1.173,1.1564,1589.6311,258.6179,279.2324,1.5954,1.7226,1,
7.8,6901325,0,1,0,3308.7446,26.5642,1.1731,1.1565,1589.7889,258.9274,279.456,1.5972,1.7238,1,
7.8,7001325,0,1,0,3309.979,26.5668,1.1731,1.1566,1589.9441,259.2311,279.6756,1.5989,1.725,1,
7.8,7101325,0,1,0,3311.1946,26.5694,1.1732,1.1567,1590.0967,259.5293,279.8912,1.6006,1.7262,1,
7.8,7201325,0,1,0,3312.392,26.572,1.1733,1.1568,1590.2467,259.8222,280.1031,1.6023,1.7273,1,
7.8,7301325,0,1,0,3313.5717,26.5745,1.1733,1.1569,1590.3944,260.1098,280.3112,1.6039,1.7284,1,
7.8,7401325,0,1,0,3314.7341,26.577,1.1734,1.157,1590.5396,260.3924,280.5158,1.6055,1.7296,1,
7.8,7501325,0,1,0,3315.8797,26.5794,1.1735,1.1571,1590.6826,260.6701,280.717,1.607,1.7306,1,
7.8,7601325,0,1,0,3317.009,26.5819,1.1735,1.1572,1590.8233,260.9430,280.9148,1.6086,1.7317,1,
7.8,7701325,0,1,0,3318.1225,26.5842,1.1736,1.1573,1590.9619,261.2114,281.1094,1.6101,1.7328,1,
7.8,7801325,0,1,0,3319.2205,26.5866,1.1736,1.1574,1591.0983,261.4753,281.3008,1.6116,1.7338,1,
7.8,7901325,0,1,0,3320.3034,26.5889,1.1737,1.1575,1591.2327,261.7349,281.4892,1.6131,1.7348,1,
7.8,8001325,0,1,0,3321.3717,26.5912,1.1738,1.1576,1591.3651,261.9903,281.6745,1.6145,1.7358,1,
7.8,8101325,0,1,0,3322.4256,26.5935,1.1738,1.1577,1591.4956,262.2416,281.857,1.6159,1.7368,1,
7.8,8201325,0,1,0,3323.4657,26.5957,1.1739,1.1578,1591.6241,262.4889,282.0367,1.6173,1.7377,1,
7.8,8301325,0,1,0,3324.4921,26.5979,1.1739,1.1579,1591.7508,262.7324,282.2136,1.6187,1.7387,1,
7.8,8401325,0,1,0,3325.5053,26.6,1.174,1.158,1591.8757,262.9721,282.3879,1.62,1.7396,1,
7.8,8501325,0,1,0,3326.5056,26.6022,1.174,1.1581,1591.9988,263.2082,282.5596,1.6214,1.7406,1,
7.8,8601325,0,1,0,3327.4932,26.6043,1.1741,1.1582,1592.1203,263.4407,282.7288,1.6227,1.7415,1,
7.8,8701325,0,1,0,3328.4685,26.6064,1.1741,1.1583,1592.24,263.6698,282.8955,1.6239,1.7424,1,
7.8,8801325,0,1,0,3329.4318,26.6084,1.1742,1.1584,1592.3582,263.8955,283.0598,1.6252,1.7432,1,
7.8,8901325,0,1,0,3330.3833,26.6105,1.1742,1.1584,1592.4747,264.1180,283.2218,1.6265,1.7441,1,
7.8,9001325,0,1,0,3331.3233,26.6125,1.1743,1.1585,1592.5897,264.3372,283.3815,1.6277,1.745,1,
7.8,9101325,0,1,0,3332.2521,26.6145,1.1743,1.1586,1592.7032,264.5533,283.539,1.6289,1.7458,1,
7.8,9201325,0,1,0,3333.17,26.6164,1.1744,1.1587,1592.8152,264.7665,283.6943,1.6301,1.7467,1,
7.8,9301325,0,1,0,3334.0771,26.6184,1.1745,1.1588,1592.9257,264.9766,283.8476,1.6313,1.7475,1,
7.8,9401325,0,1,0,3334.9736,26.6203,1.1745,1.1589,1593.0349,265.1839,283.9987,1.6325,1.7483,1,
7.8,9500000,0,1,0,3335.8483,26.6222,1.1746,1.159,1593.1412,265.3856,284.1459,1.6336,1.7491,1,
7.9,101325,0,1,0,2914.3133,25.7828,1.1589,1.1275,1529.5203,-761631788.1951,0,0,0,1,
7.9,201325,0,1,0,2980.571,25.9243,1.1606,1.1316,1540.4732,114.5487,194.7128,0.7292,1.2395,1,
7.9,301325,0,1,0,3019.5004,26.0077,1.1617,1.1341,1546.7315,143.3044,204.939,0.9086,1.2994,1,
7.9,401325,0,1,0,3047.1151,26.0668,1.1625,1.1359,1551.0901,160.1965,213.7426,1.0128,1.3514,1,
7.9,501325,0,1,0,3068.5015,26.1127,1.1632,1.1373,1554.4188,171.9163,220.6282,1.0846,1.3919,1,
7.9,601325,0,1,0,3085.9395,26.1501,1.1637,1.1385,1557.1023,180.7652,226.1406,1.1385,1.4242,1,
7.9,701325,0,1,0,3100.6497,26.1817,1.1642,1.1395,1559.3442,187.8027,230.6741,1.1811,1.4507,1,
7.9,801325,0,1,0,3113.3626,26.209,1.1646,1.1404,1561.2654,193.6003,234.4867,1.216,1.4729,1,
7.9,901325,0,1,0,3124.5498,26.233,1.165,1.1412,1562.9434,198.5000,237.7513,1.2455,1.4918,1,
7.9,1001325,0,1,0,3134.5337,26.2545,1.1653,1.1419,1564.4308,202.7219,240.5879,1.2708,1.5081,1,
7.9,1101325,0,1,0,3143.5447,26.2739,1.1656,1.1425,1565.7649,206.4156,243.0832,1.2928,1.5225,1,
7.9,1201325,0,1,0,3151.7525,26.2915,1.1659,1.1431,1566.9732,209.6872,245.3015,1.3123,1.5352,1,
7.9,1301325,0,1,0,3159.2863,26.3077,1.1662,1.1436,1568.0763,212.6147,247.2914,1.3297,1.5465,1,
7.9,1401325,0,1,0,3166.2466,26.3227,1.1664,1.1441,1569.0905,215.2568,249.0909,1.3453,1.5568,1,
7.9,1501325,0,1,0,3172.7129,26.3366,1.1667,1.1446,1570.0283,217.6590,250.7296,1.3595,1.5661,1,
7.9,1601325,0,1,0,3178.7492,26.3495,1.1669,1.145,1570.8998,219.8569,252.2314,1.3725,1.5746,1,
7.9,1701325,0,1,0,3184.4082,26.3617,1.1671,1.1454,1571.7135,221.8793,253.6154,1.3844,1.5824,1,
7.9,1801325,0,1,0,3189.7331,26.3732,1.1673,1.1458,1572.476,223.7493,254.8971,1.3954,1.5897,1,
7.9,1901325,0,1,0,3194.7605,26.384,1.1675,1.1462,1573.1933,225.4861,256.0894,1.4056,1.5964,1,
7.9,2001325,0,1,0,3199.5209,26.3942,1.1677,1.1466,1573.8699,227.1054,257.2029,1.4151,1.6026,1,
7.9,2101325,0,1,0,3204.0408,26.4039,1.1679,1.1469,1574.515,228.6206,258.2466,1.4239,1.6085,1,
7.9,2201325,0,1,0,3208.3426,26.4132,1.168,1.1472,1575.1175,230.0429,259.2279,1.4322,1.6139,1,
7.9,2301325,0,1,0,3212.4459,26.422,1.1682,1.1475,1575.6949,231.3820,260.1534,1.4401,1.6191,1,
7.9,2401325,0,1,0,3216.3678,26.4304,1.1683,1.1478,1576.245,232.6460,261.0285,1.4474,1.624,1,
7.9,2501325,0,1,0,3220.1232,26.4385,1.1685,1.1481,1576.7702,233.8422,261.858,1.4544,1.6286,1,
7.9,2601325,0,1,0,3223.7253,26.4463,1.1686,1.1484,1577.2725,234.9766,262.646,1.461,1.633,1,
7.9,2701325,0,1,0,3227.1858,26.4537,1.1688,1.1486,1577.7537,236.0548,263.3961,1.4672,1.6372,1,
7.9,2801325,0,1,0,3230.5151,26.4609,1.1689,1.1489,1578.2154,237.0815,264.1115,1.4732,1.6411,1,
7.9,2901325,0,1,0,3233.7225,26.4678,1.169,1.1491,1578.659,238.0608,264.795,1.4788,1.6449,1,
7.9,3001325,0,1,0,3236.8164,26.4744,1.1692,1.1494,1579.0857,238.9967,265.4491,1.4842,1.6485,1,
7.9,3101325,0,1,0,3239.8043,26.4809,1.1693,1.1496,1579.4968,239.8922,266.0759,1.4894,1.652,1,
7.9,3201325,0,1,0,3242.693,26.4871,1.1694,1.1498,1579.8933,240.7505,266.6775,1.4944,1.6553,1,
7.9,3301325,0,1,0,3245.4886,26.4931,1.1695,1.15,1580.276,241.5743,267.2557,1.4991,1.6585,1,
7.9,3401325,0,1,0,3248.1969,26.4989,1.1696,1.1503,1580.646,242.3658,267.812,1.5037,1.6616,1,
7.9,3501325,0,1,0,3250.8229,26.5045,1.1698,1.1505,1581.0038,243.1273,268.3479,1.5081,1.6645,1,
7.9,3601325,0,1,0,3253.3713,26.51,1.1699,1.1507,1581.3504,243.8608,268.8646,1.5123,1.6673,1,
7.9,3701325,0,1,0,3255.8465,26.5154,1.17,1.1509,1581.6862,244.5680,269.3635,1.5164,1.6701,1,
7.9,3801325,0,1,0,3258.2524,26.5205,1.1701,1.1511,1582.0119,245.2506,269.8455,1.5203,1.6727,1,
7.9,3901325,0,1,0,3260.5926,26.5256,1.1702,1.1512,1582.328,245.9100,270.3117,1.5241,1.6753,1,
7.9,4001325,0,1,0,3262.8705,26.5305,1.1703,1.1514,1582.6351,246.5477,270.7631,1.5277,1.6778,1,
7.9,4101325,0,1,0,3265.0893,26.5352,1.1704,1.1516,1582.9336,247.1648,271.2003,1.5312,1.6802,1,
7.9,4201325,0,1,0,3267.2518,26.5399,1.1705,1.1518,1583.224,247.7625,271.6242,1.5347,1.6825,1,
7.9,4301325,0,1,0,3269.3607,26.5444,1.1706,1.1519,1583.5066,248.3419,272.0356,1.538,1.6847,1,
7.9,4401325,0,1,0,3271.4186,26.5488,1.1706,1.1521,1583.7819,248.9040,272.435,1.5412,1.6869,1,
7.9,4501325,0,1,0,3273.4276,26.5532,1.1707,1.1523,1584.0501,249.4496,272.823,1.5443,1.689,1,
7.9,4601325,0,1,0,3275.3902,26.5574,1.1708,1.1524,1584.3116,249.9796,273.2004,1.5473,1.6911,1,
7.9,4701325,0,1,0,3277.3081,26.5615,1.1709,1.1526,1584.5667,250.4948,273.5675,1.5503,1.6931,1,
7.9,4801325,0,1,0,3279.1834,26.5655,1.171,1.1527,1584.8156,250.9959,273.9248,1.5531,1.695,1,
7.9,4901325,0,1,0,3281.0179,26.5695,1.1711,1.1529,1585.0588,251.4836,274.2729,1.5559,1.6969,1,
7.9,5001325,0,1,0,3282.8132,26.5733,1.1712,1.153,1585.2963,251.9585,274.6121,1.5586,1.6988,1,
7.9,5101325,0,1,0,3284.5709,26.5771,1.1712,1.1532,1585.5284,252.4212,274.9428,1.5612,1.7005,1,
7.9,5201325,0,1,0,3286.2925,26.5808,1.1713,1.1533,1585.7554,252.8722,275.2654,1.5638,1.7023,1,
7.9,5301325,0,1,0,3287.9794,26.5845,1.1714,1.1535,1585.9775,253.3121,275.5803,1.5663,1.704,1,
7.9,5401325,0,1,0,3289.6329,26.588,1.1715,1.1536,1586.1947,253.7413,275.8878,1.5688,1.7057,1,
7.9,5501325,0,1,0,3291.2542,26.5915,1.1715,1.1537,1586.4075,254.1603,276.1882,1.5711,1.7073,1,
7.9,5601325,0,1,0,3292.8446,26.5949,1.1716,1.1539,1586.6158,254.5695,276.4817,1.5735,1.7089,1,
7.9,5701325,0,1,0,3294.4051,26.5983,1.1717,1.154,1586.8199,254.9694,276.7688,1.5757,1.7104,1,
7.9,5801325,0,1,0,3295.9368,26.6016,1.1718,1.1541,1587.0199,255.3602,277.0495,1.5779,1.712,1,
7.9,5901325,0,1,0,3297.4407,26.6048,1.1718,1.1542,1587.216,255.7424,277.3242,1.5801,1.7135,1,
7.9,6001325,0,1,0,3298.9178,26.608,1.1719,1.1544,1587.4082,256.1162,277.5931,1.5822,1.7149,1,
7.9,6101325,0,1,0,3300.3689,26.6111,1.172,1.1545,1587.5969,256.4821,277.8564,1.5843,1.7163,1,
7.9,6201325,0,1,0,3301.795,26.6142,1.172,1.1546,1587.7819,256.8403,278.1143,1.5863,1.7177,1,
7.9,6301325,0,1,0,3303.1968,26.6172,1.1721,1.1547,1587.9636,257.1911,278.367,1.5883,1.7191,1,
7.9,6401325,0,1,0,3304.5751,26.6201,1.1722,1.1548,1588.142,257.5347,278.6147,1.5903,1.7204,1,
7.9,6501325,0,1,0,3305.9307,26.623,1.1722,1.155,1588.3172,257.8715,278.8576,1.5922,1.7217,1,
7.9,6601325,0,1,0,3307.2642,26.6259,1.1723,1.1551,1588.4892,258.2016,279.0958,1.594,1.723,1,
7.9,6701325,0,1,0,3308.5764,26.6287,1.1724,1.1552,1588.6583,258.5253,279.3295,1.5959,1.7243,1,
7.9,6801325,0,1,0,3309.8678,26.6315,1.1724,1.1553,1588.8245,258.8428,279.5588,1.5976,1.7255,1,
7.9,6901325,0,1,0,3311.1392,26.6342,1.1725,1.1554,1588.9879,259.1544,279.784,1.5994,1.7267,1,
7.9,7001325,0,1,0,3312.3911,26.6369,1.1726,1.1555,1589.1486,259.4601,280.005,1.6011,1.7279,1,
7.9,7101325,0,1,0,3313.624,26.6396,1.1726,1.1556,1589.3066,259.7603,280.2222,1.6028,1.7291,1,
7.9,7201325,0,1,0,3314.8385,26.6422,1.1727,1.1557,1589.462,260.0550,280.4355,1.6045,1.7302,1,
7.9,7301325,0,1,0,3316.0351,26.6448,1.1727,1.1558,1589.615,260.3445,280.6451,1.6061,1.7314,1,
7.9,7401325,0,1,0,3317.2144,26.6473,1.1728,1.1559,1589.7655,260.6290,280.8511,1.6077,1.7325,1,
7.9,7501325,0,1,0,3318.3767,26.6498,1.1728,1.156,1589.9137,260.9085,281.0537,1.6093,1.7335,1,
7.9,7601325,0,1,0,3319.5226,26.6523,1.1729,1.1561,1590.0596,261.1832,281.2528,1.6108,1.7346,1,
7.9,7701325,0,1,0,3320.6525,26.6547,1.173,1.1562,1590.2033,261.4533,281.4487,1.6124,1.7357,1,
7.9,7801325,0,1,0,3321.7668,26.6571,1.173,1.1563,1590.3448,261.7189,281.6415,1.6139,1.7367,1,
7.9,7901325,0,1,0,3322.8658,26.6594,1.1731,1.1564,1590.4842,261.9802,281.8311,1.6153,1.7377,1,
7.9,8001325,0,1,0,3323.9501,26.6618,1.1731,1.1565,1590.6216,262.2373,282.0177,1.6168,1.7387,1,
7.9,8101325,0,1,0,3325.02,26.6641,1.1732,1.1566,1590.757,262.4902,282.2015,1.6182,1.7397,1,
7.9,8201325,0,1,0,3326.0758,26.6663,1.1732,1.1567,1590.8904,262.7391,282.3824,1.6196,1.7407,1,
7.9,8301325,0,1,0,3327.1179,26.6686,1.1733,1.1568,1591.022,262.9842,282.5605,1.621,1.7416,1,
7.9,8401325,0,1,0,3328.1466,26.6708,1.1733,1.1569,1591.1517,263.2255,282.736,1.6223,1.7426,1,
7.9,8501325,0,1,0,3329.1623,26.673,1.1734,1.157,1591.2796,263.4631,282.9088,1.6237,1.7435,1,
7.9,8601325,0,1,0,3330.1652,26.6751,1.1734,1.157,1591.4058,263.6971,283.0792,1.625,1.7444,1,
7.9,8701325,0,1,0,3331.1557,26.6773,1.1735,1.1571,1591.5302,263.9277,283.247,1.6263,1.7453,1,
7.9,8801325,0,1,0,3332.1341,26.6794,1.1735,1.1572,1591.653,264.1549,283.4124,1.6275,1.7462,1,
7.9,8901325,0,1,0,3333.1006,26.6814,1.1736,1.1573,1591.7742,264.3787,283.5755,1.6288,1.7471,1,
7.9,9001325,0,1,0,3334.0554,26.6835,1.1736,1.1574,1591.8937,264.5994,283.7363,1.63,1.7479,1,
7.9,9101325,0,1,0,3334.999,26.6855,1.1737,1.1575,1592.0118,264.8169,283.8949,1.6312,1.7488,1,
7.9,9201325,0,1,0,3335.9315,26.6875,1.1737,1.1575,1592.1283,265.0314,284.0513,1.6325,1.7496,1,
7.9,9301325,0,1,0,3336.8531,26.6895,1.1738,1.1576,1592.2433,265.2429,284.2056,1.6336,1.7504,1,
7.9,9401325,0,1,0,3337.7641,26.6915,1.1738,1.1577,1592.3569,265.4515,284.3578,1.6348,1.7512,1,
7.9,9500000,0,1,0,3338.6529,26.6934,1.1739,1.1578,1592.4675,265.6546,284.506,1.6359,1.752,1,
8,101325,0,1,0,2914.1377,25.8432,1.1588,1.1272,1527.8729,-77499970.2809,0,0,0,1,
8,201325,0,1,0,2980.4974,25.9854,1.1605,1.1313,1538.8693,114.4192,194.5039,0.7292,1.2395,1,
