"Ratio,O/F","pc,Pa",Nozzleinl,Nozzleexi,"rho,kg/m^","Tc,K",M,gamma,k,"c*,m/s","Isopt,s","Isvac,s",Cfopt,Cfvac,c.factor,_1
24,8001325,0,1,0,2665.5567,29.1503,1.2083,1.2066,1338.7444,216.1666,231.2044,1.5835,1.6936,1,
24,8101325,0,1,0,2665.742,29.1508,1.2084,1.2066,1338.7525,216.3517,231.3339,1.5848,1.6946,1,
24,8201325,0,1,0,2665.9243,29.1512,1.2084,1.2067,1338.7604,216.5354,231.4627,1.5862,1.6955,1,
24,8301325,0,1,0,2666.1038,29.1516,1.2085,1.2068,1338.7683,216.7162,231.5896,1.5875,1.6964,1,
24,8401325,0,1,0,2666.2805,29.152,1.2086,1.2069,1338.7759,216.8993,231.7193,1.5888,1.6974,1,
24,8501325,0,1,0,2666.4545,29.1525,1.2086,1.207,1338.7835,217.0748,231.8426,1.5901,1.6983,1,
24,8601325,0,1,0,2666.6258,29.1529,1.2087,1.207,1338.7909,217.2475,231.9638,1.5913,1.6991,1,
24,8701325,0,1,0,2666.7945,29.1533,1.2088,1.2071,1338.7982,217.4177,232.0834,1.5926,1.7,1,
24,8801325,0,1,0,2666.9608,29.1537,1.2089,1.2072,1338.8054,217.5853,232.2011,1.5938,1.7009,1,
24,8901325,0,1,0,2667.1245,29.1541,1.2089,1.2073,1338.8125,217.7505,232.3173,1.595,1.7017,1,
24,9001325,0,1,0,2667.2859,29.1545,1.209,1.2073,1338.8195,217.9134,232.4318,1.5962,1.7025,1,
24,9101325,0,1,0,2667.445,29.1549,1.2091,1.2074,1338.8263,218.0739,232.5446,1.5973,1.7033,1,
24,9201325,0,1,0,2667.6018,29.1552,1.2091,1.2075,1338.8331,218.2321,232.6559,1.5985,1.7042,1,
24,9301325,0,1,0,2667.7564,29.1556,1.2092,1.2075,1338.8397,218.3869,232.7646,1.5996,1.7049,1,
24,9401325,0,1,0,2667.9088,29.156,1.2092,1.2076,1338.8463,218.5401,232.8722,1.6007,1.7057,1,
24,9500000,0,1,0,2668.0572,29.1563,1.2093,1.2077,1338.8527,218.6897,232.9774,1.6018,1.7065,1,
24.1,101325,0,1,0,2544.1645,28.8756,1.1721,1.1657,1330.0394,nan,0,0,0,1,
24.1,201325,0,1,0,2570.5307,28.937,1.1784,1.1731,1332.1972,100.0505,169.0565,0.7365,1.2445,1,
24.1,301325,0,1,0,2584.6408,28.9699,1.1822,1.1774,1333.2596,124.2402,176.1954,0.9138,1.296,1,
24.1,401325,0,1,0,2594.0352,28.9918,1.1848,1.1805,1333.9305,138.0994,182.4811,1.0153,1.3415,1,
24.1,501325,0,1,0,2600.9641,29.008,1.1869,1.1828,1334.4034,147.5256,187.3578,1.0842,1.3769,1,
24.1,601325,0,1,0,2606.3925,29.0207,1.1885,1.1847,1334.7601,154.5331,191.2341,1.1354,1.405,1,
24.1,701325,0,1,0,2610.8189,29.031,1.1899,1.1862,1335.0419,160.0364,194.4069,1.1756,1.428,1,
24.1,801325,0,1,0,2614.5329,29.0397,1.1911,1.1875,1335.2721,164.5259,197.0706,1.2083,1.4473,1,
24.1,901325,0,1,0,2617.7166,29.0471,1.1921,1.1887,1335.465,168.2910,199.3523,1.2358,1.4639,1,
24.1,1001325,0,1,0,2620.4917,29.0536,1.1931,1.1897,1335.6297,171.5177,201.3409,1.2593,1.4783,1,
24.1,1101325,0,1,0,2622.9433,29.0593,1.1939,1.1907,1335.7726,174.3241,203.0927,1.2798,1.491,1,
24.1,1201325,0,1,0,2625.133,29.0645,1.1946,1.1915,1335.8982,176.7999,204.6549,1.2979,1.5023,1,
24.1,1301325,0,1,0,2627.1067,29.0691,1.1953,1.1922,1336.0098,179.0094,206.0622,1.314,1.5125,1,
24.1,1401325,0,1,0,2628.8998,29.0733,1.1959,1.1929,1336.1098,180.9974,207.338,1.3285,1.5218,1,
24.1,1501325,0,1,0,2630.5395,29.0771,1.1965,1.1936,1336.2002,182.8033,208.5052,1.3416,1.5303,1,
24.1,1601325,0,1,0,2632.0479,29.0807,1.197,1.1942,1336.2824,184.4514,209.5763,1.3536,1.538,1,
24.1,1701325,0,1,0,2633.4424,29.0839,1.1975,1.1947,1336.3575,185.9658,210.5657,1.3647,1.5452,1,
24.1,1801325,0,1,0,2634.7374,29.087,1.198,1.1952,1336.4267,187.3666,211.4855,1.3749,1.5519,1,
24.1,1901325,0,1,0,2635.9449,29.0898,1.1984,1.1957,1336.4906,188.6646,212.341,1.3843,1.5581,1,
24.1,2001325,0,1,0,2637.0749,29.0924,1.1988,1.1962,1336.5499,189.8741,213.1412,1.3932,1.5639,1,
24.1,2101325,0,1,0,2638.1357,29.0949,1.1992,1.1966,1336.6051,191.0052,213.892,1.4014,1.5693,1,
24.1,2201325,0,1,0,2639.1346,29.0973,1.1996,1.197,1336.6567,192.0664,214.5987,1.4091,1.5744,1,
24.1,2301325,0,1,0,2640.0775,29.0995,1.1999,1.1974,1336.7051,193.0642,215.2649,1.4164,1.5793,1,
24.1,2401325,0,1,0,2640.9699,29.1016,1.2002,1.1977,1336.7506,194.0099,215.8989,1.4233,1.5839,1,
24.1,2501325,0,1,0,2641.8164,29.1036,1.2006,1.1981,1336.7934,194.9014,216.4974,1.4298,1.5882,1,
24.1,2601325,0,1,0,2642.6209,29.1055,1.2009,1.1984,1336.8339,195.7470,217.0663,1.4359,1.5923,1,
24.1,2701325,0,1,0,2643.387,29.1073,1.2011,1.1987,1336.8722,196.5500,217.6078,1.4418,1.5963,1,
24.1,2801325,0,1,0,2644.1178,29.109,1.2014,1.199,1336.9086,197.3129,218.1227,1.4474,1.6,1,
24.1,2901325,0,1,0,2644.8161,29.1106,1.2017,1.1993,1336.9431,198.0446,218.6186,1.4527,1.6036,1,
24.1,3001325,0,1,0,2645.4844,29.1122,1.2019,1.1996,1336.976,198.7411,219.0907,1.4578,1.607,1,
24.1,3101325,0,1,0,2646.1248,29.1137,1.2022,1.1999,1337.0074,199.4075,219.5433,1.4626,1.6103,1,
24.1,3201325,0,1,0,2646.7394,29.1152,1.2024,1.2001,1337.0374,200.0439,219.9756,1.4672,1.6134,1,
24.1,3301325,0,1,0,2647.33,29.1166,1.2026,1.2004,1337.0661,200.6600,220.3961,1.4717,1.6165,1,
24.1,3401325,0,1,0,2647.8981,29.1179,1.2029,1.2006,1337.0935,201.2487,220.7976,1.476,1.6194,1,
24.1,3501325,0,1,0,2648.4452,29.1192,1.2031,1.2008,1337.1199,201.8148,221.1842,1.4801,1.6222,1,
24.1,3601325,0,1,0,2648.9726,29.1205,1.2033,1.2011,1337.1452,202.3600,221.5569,1.4841,1.6249,1,
24.1,3701325,0,1,0,2649.4816,29.1217,1.2035,1.2013,1337.1695,202.8857,221.9168,1.4879,1.6275,1,
24.1,3801325,0,1,0,2649.9732,29.1228,1.2037,1.2015,1337.1929,203.3929,222.2644,1.4916,1.63,1,
24.1,3901325,0,1,0,2650.4486,29.1239,1.2038,1.2017,1337.2154,203.8830,222.6006,1.4952,1.6325,1,
24.1,4001325,0,1,0,2650.9085,29.125,1.204,1.2019,1337.2372,204.3567,222.9259,1.4987,1.6348,1,
24.1,4101325,0,1,0,2651.3539,29.1261,1.2042,1.2021,1337.2581,204.8174,223.2432,1.502,1.6371,1,
24.1,4201325,0,1,0,2651.7855,29.1271,1.2044,1.2023,1337.2784,205.2613,223.5487,1.5052,1.6393,1,
24.1,4301325,0,1,0,2652.2042,29.1281,1.2045,1.2024,1337.298,205.6919,223.8453,1.5084,1.6415,1,
24.1,4401325,0,1,0,2652.6104,29.1291,1.2047,1.2026,1337.317,206.1092,224.1329,1.5114,1.6436,1,
24.1,4501325,0,1,0,2653.005,29.13,1.2048,1.2028,1337.3353,206.5142,224.4123,1.5144,1.6456,1,
24.1,4601325,0,1,0,2653.3884,29.1309,1.205,1.203,1337.3531,206.9075,224.6838,1.5172,1.6476,1,
24.1,4701325,0,1,0,2653.7613,29.1318,1.2051,1.2031,1337.3703,207.2899,224.948,1.52,1.6495,1,
24.1,4801325,0,1,0,2654.124,29.1327,1.2053,1.2033,1337.3871,207.6617,225.2051,1.5227,1.6514,1,
24.1,4901325,0,1,0,2654.4771,29.1335,1.2054,1.2034,1337.4033,208.0234,225.4554,1.5254,1.6532,1,
24.1,5001325,0,1,0,2654.8211,29.1343,1.2056,1.2036,1337.4191,208.3760,225.6995,1.5279,1.6549,1,
24.1,5101325,0,1,0,2655.1563,29.1351,1.2057,1.2037,1337.4344,208.7191,225.9373,1.5304,1.6567,1,
24.1,5201325,0,1,0,2655.4831,29.1359,1.2058,1.2039,1337.4493,209.0526,226.1682,1.5328,1.6583,1,
24.1,5301325,0,1,0,2655.8018,29.1366,1.2059,1.204,1337.4639,209.3781,226.3939,1.5352,1.66,1,
24.1,5401325,0,1,0,2656.1129,29.1374,1.2061,1.2041,1337.478,209.6959,226.6143,1.5375,1.6616,1,
24.1,5501325,0,1,0,2656.4167,29.1381,1.2062,1.2043,1337.4918,210.0082,226.8316,1.5398,1.6632,1,
24.1,5601325,0,1,0,2656.7133,29.1388,1.2063,1.2044,1337.5052,210.3141,227.0448,1.542,1.6647,1,
24.1,5701325,0,1,0,2657.0032,29.1395,1.2064,1.2045,1337.5183,210.6103,227.2507,1.5442,1.6662,1,
24.1,5801325,0,1,0,2657.2866,29.1402,1.2065,1.2047,1337.531,210.8997,227.452,1.5463,1.6677,1,
24.1,5901325,0,1,0,2657.5637,29.1408,1.2067,1.2048,1337.5435,211.1827,227.6489,1.5484,1.6691,1,
24.1,6001325,0,1,0,2657.8348,29.1415,1.2068,1.2049,1337.5556,211.4595,227.8416,1.5504,1.6705,1,
24.1,6101325,0,1,0,2658.1001,29.1421,1.2069,1.205,1337.5675,211.7304,228.0303,1.5523,1.6719,1,
24.1,6201325,0,1,0,2658.3598,29.1427,1.207,1.2051,1337.5791,211.9958,228.2153,1.5543,1.6732,1,
24.1,6301325,0,1,0,2658.6142,29.1433,1.2071,1.2052,1337.5904,212.2544,228.3953,1.5562,1.6745,1,
24.1,6401325,0,1,0,2658.8634,29.1439,1.2072,1.2054,1337.6015,212.5078,228.5719,1.558,1.6758,1,
24.1,6501325,0,1,0,2659.1075,29.1445,1.2073,1.2055,1337.6124,212.7567,228.7455,1.5598,1.677,1,
24.1,6601325,0,1,0,2659.3469,29.1451,1.2074,1.2056,1337.623,213.0053,228.92,1.5616,1.6783,1,
24.1,6701325,0,1,0,2659.5815,29.1457,1.2075,1.2057,1337.6334,213.2448,229.0873,1.5634,1.6795,1,
24.1,6801325,0,1,0,2659.8117,29.1462,1.2076,1.2058,1337.6435,213.4796,229.2514,1.5651,1.6807,1,
24.1,6901325,0,1,0,2660.0375,29.1467,1.2077,1.2059,1337.6535,213.7099,229.4123,1.5668,1.6819,1,
24.1,7001325,0,1,0,2660.2591,29.1473,1.2077,1.206,1337.6632,213.9360,229.5703,1.5684,1.683,1,
24.1,7101325,0,1,0,2660.4766,29.1478,1.2078,1.2061,1337.6728,214.1541,229.7219,1.57,1.6841,1,
24.1,7201325,0,1,0,2660.6902,29.1483,1.2079,1.2062,1337.6822,214.3769,229.879,1.5716,1.6853,1,
24.1,7301325,0,1,0,2660.8999,29.1488,1.208,1.2063,1337.6914,214.5907,230.0286,1.5732,1.6863,1,
24.1,7401325,0,1,0,2661.1059,29.1493,1.2081,1.2063,1337.7004,214.8009,230.1757,1.5747,1.6874,1,
24.1,7501325,0,1,0,2661.3084,29.1498,1.2082,1.2064,1337.7092,215.0074,230.3203,1.5762,1.6885,1,
24.1,7601325,0,1,0,2661.5074,29.1503,1.2083,1.2065,1337.7179,215.2102,230.4624,1.5777,1.6895,1,
24.1,7701325,0,1,0,2661.7029,29.1507,1.2083,1.2066,1337.7264,215.4098,230.6022,1.5791,1.6905,1,
24.1,7801325,0,1,0,2661.8952,29.1512,1.2084,1.2067,1337.7348,215.6055,230.7393,1.5806,1.6915,1,
24.1,7901325,0,1,0,2662.0843,29.1517,1.2085,1.2068,1337.743,215.7983,230.8744,1.582,1.6925,1,
24.1,8001325,0,1,0,2662.2704,29.1521,1.2086,1.2069,1337.7511,215.9869,231.0064,1.5833,1.6934,1,
24.1,8101325,0,1,0,2662.4534,29.1525,1.2086,1.2069,1337.759,216.1728,231.1366,1.5847,1.6944,1,
24.1,8201325,0,1,0,2662.6335,29.153,1.2087,1.207,1337.7668,216.3562,231.2652,1.586,1.6953,1,
24.1,8301325,0,1,0,2662.8107,29.1534,1.2088,1.2071,1337.7744,216.5419,231.3967,1.5874,1.6963,1,
24.1,8401325,0,1,0,2662.9852,29.1538,1.2089,1.2072,1337.7819,216.7199,231.5217,1.5887,1.6972,1,
24.1,8501325,0,1,0,2663.157,29.1542,1.2089,1.2073,1337.7893,216.8950,231.6445,1.5899,1.6981,1,
24.1,8601325,0,1,0,2663.3262,29.1546,1.209,1.2073,1337.7966,217.0676,231.7658,1.5912,1.6989,1,
24.1,8701325,0,1,0,2663.4928,29.1551,1.2091,1.2074,1337.8038,217.2375,231.8851,1.5924,1.6998,1,
24.1,8801325,0,1,0,2663.6569,29.1554,1.2091,1.2075,1337.8108,217.4049,232.0028,1.5937,1.7007,1,
24.1,8901325,0,1,0,2663.8187,29.1558,1.2092,1.2076,1337.8177,217.5700,232.1187,1.5949,1.7015,1,
24.1,9001325,0,1,0,2663.978,29.1562,1.2093,1.2076,1337.8246,217.7326,232.233,1.596,1.7023,1,
24.1,9101325,0,1,0,2664.1351,29.1566,1.2093,1.2077,1337.8313,217.8929,232.3457,1.5972,1.7032,1,
24.1,9201325,0,1,0,2664.29,29.157,1.2094,1.2078,1337.8379,218.0498,232.4558,1.5984,1.704,1,
24.1,9301325,0,1,0,2664.4426,29.1573,1.2095,1.2078,1337.8444,218.2049,232.5647,1.5995,1.7047,1,
24.1,9401325,0,1,0,2664.5931,29.1577,1.2095,1.2079,1337.8508,218.3583,232.6726,1.6006,1.7055,1,
24.1,9500000,0,1,0,2664.7396,29.1581,1.2096,1.208,1337.857,218.5126,232.7823,1.6017,1.7063,1,
24.2,101325,0,1,0,2542.0264,28.8801,1.1724,1.1661,1329.1963,nan,0,0,0,1,
24.2,201325,0,1,0,2568.1916,28.941,1.1788,1.1735,1331.3169,99.9999,168.9534,0.7366,1.2445,1,
24.2,301325,0,1,0,2582.1836,28.9736,1.1825,1.1778,1332.3603,124.1626,176.0757,0.9139,1.296,1,
24.2,401325,0,1,0,2591.4949,28.9954,1.1852,1.1808,1333.0189,138.0091,182.3517,1.0153,1.3415,1,
24.2,501325,0,1,0,2598.3601,29.0114,1.1872,1.1832,1333.4831,147.4260,187.2214,1.0842,1.3769,1,
24.2,601325,0,1,0,2603.737,29.0239,1.1889,1.185,1333.833,154.4262,191.0922,1.1354,1.405,1,
24.2,701325,0,1,0,2608.1205,29.0341,1.1903,1.1866,1334.1094,159.9238,194.2608,1.1756,1.428,1,
24.2,801325,0,1,0,2611.7978,29.0427,1.1914,1.1879,1334.3352,164.4085,196.9208,1.2083,1.4473,1,
24.2,901325,0,1,0,2614.9495,29.0501,1.1925,1.1891,1334.5243,168.1679,199.1982,1.2358,1.4638,1,
24.2,1001325,0,1,0,2617.6964,29.0565,1.1934,1.1901,1334.6857,171.3926,201.1854,1.2593,1.4782,1,
24.2,1101325,0,1,0,2620.1226,29.0622,1.1942,1.191,1334.8258,174.1959,202.9349,1.2798,1.4909,1,
24.2,1201325,0,1,0,2622.2895,29.0673,1.195,1.1919,1334.9489,176.6689,204.4951,1.2978,1.5022,1,
24.2,1301325,0,1,0,2624.2424,29.0718,1.1956,1.1926,1335.0582,178.8759,205.9005,1.3139,1.5124,1,
24.2,1401325,0,1,0,2626.0164,29.076,1.1962,1.1933,1335.1562,180.8617,207.1746,1.3284,1.5217,1,
24.2,1501325,0,1,0,2627.6386,29.0798,1.1968,1.1939,1335.2448,182.6656,208.3403,1.3416,1.5301,1,
24.2,1601325,0,1,0,2629.1306,29.0833,1.1973,1.1945,1335.3253,184.3118,209.41,1.3536,1.5379,1,
24.2,1701325,0,1,0,2630.5099,29.0865,1.1978,1.1951,1335.3989,185.8244,210.398,1.3646,1.5451,1,
24.2,1801325,0,1,0,2631.7908,29.0895,1.1983,1.1956,1335.4667,187.2237,211.3167,1.3748,1.5517,1,
24.2,1901325,0,1,0,2632.9851,29.0923,1.1987,1.1961,1335.5293,188.5202,212.171,1.3843,1.5579,1,
24.2,2001325,0,1,0,2634.1025,29.0949,1.1991,1.1965,1335.5874,189.7283,212.9701,1.3931,1.5637,1,
24.2,2101325,0,1,0,2635.1516,29.0974,1.1995,1.1969,1335.6414,190.8580,213.72,1.4013,1.5692,1,
24.2,2201325,0,1,0,2636.1392,29.0997,1.1999,1.1973,1335.692,191.9180,214.4257,1.4091,1.5743,1,
24.2,2301325,0,1,0,2637.0716,29.1019,1.2002,1.1977,1335.7394,192.9146,215.091,1.4163,1.5791,1,
24.2,2401325,0,1,0,2637.9539,29.104,1.2006,1.1981,1335.7839,193.8592,215.7242,1.4232,1.5837,1,
24.2,2501325,0,1,0,2638.7908,29.1059,1.2009,1.1984,1335.8259,194.7497,216.3219,1.4297,1.5881,1,
24.2,2601325,0,1,0,2639.5861,29.1078,1.2012,1.1988,1335.8655,195.5943,216.8901,1.4359,1.5922,1,
24.2,2701325,0,1,0,2640.3435,29.1096,1.2015,1.1991,1335.903,196.3963,217.4307,1.4417,1.5961,1,
24.2,2801325,0,1,0,2641.066,29.1113,1.2017,1.1994,1335.9387,197.1607,217.9472,1.4473,1.5999,1,
24.2,2901325,0,1,0,2641.7563,29.1129,1.202,1.1997,1335.9725,197.8892,218.4402,1.4526,1.6035,1,
24.2,3001325,0,1,0,2642.4169,29.1145,1.2023,1.1999,1336.0047,198.5848,218.9117,1.4577,1.6069,1,
24.2,3101325,0,1,0,2643.0499,29.116,1.2025,1.2002,1336.0355,199.2503,219.3635,1.4625,1.6102,1,
24.2,3201325,0,1,0,2643.6574,29.1174,1.2027,1.2005,1336.0648,199.8860,219.7953,1.4672,1.6133,1,
24.2,3301325,0,1,0,2644.2411,29.1188,1.203,1.2007,1336.0929,200.5015,220.2153,1.4716,1.6163,1,
24.2,3401325,0,1,0,2644.8026,29.1201,1.2032,1.201,1336.1198,201.0895,220.6162,1.4759,1.6192,1,
24.2,3501325,0,1,0,2645.3433,29.1214,1.2034,1.2012,1336.1456,201.6549,221.0023,1.48,1.622,1,
24.2,3601325,0,1,0,2645.8646,29.1226,1.2036,1.2014,1336.1704,202.1994,221.3745,1.484,1.6247,1,
24.2,3701325,0,1,0,2646.3676,29.1238,1.2038,1.2016,1336.1942,202.7245,221.7339,1.4878,1.6274,1,
24.2,3801325,0,1,0,2646.8534,29.1249,1.204,1.2018,1336.2171,203.2311,222.0811,1.4915,1.6299,1,
24.2,3901325,0,1,0,2647.3232,29.1261,1.2041,1.202,1336.2392,203.7206,222.4168,1.4951,1.6323,1,
24.2,4001325,0,1,0,2647.7777,29.1271,1.2043,1.2022,1336.2604,204.1920,222.7401,1.4985,1.6347,1,
24.2,4101325,0,1,0,2648.2178,29.1282,1.2045,1.2024,1336.281,204.6539,223.0585,1.5019,1.637,1,
24.2,4201325,0,1,0,2648.6443,29.1292,1.2047,1.2026,1336.3008,205.0973,223.3636,1.5051,1.6392,1,
24.2,4301325,0,1,0,2649.058,29.1302,1.2048,1.2028,1336.32,205.5273,223.6598,1.5083,1.6413,1,
24.2,4401325,0,1,0,2649.4594,29.1311,1.205,1.203,1336.3386,205.9441,223.947,1.5113,1.6434,1,
24.2,4501325,0,1,0,2649.8493,29.132,1.2051,1.2031,1336.3565,206.3487,224.226,1.5143,1.6454,1,
24.2,4601325,0,1,0,2650.2282,29.1329,1.2053,1.2033,1336.3739,206.7415,224.4972,1.5171,1.6474,1,
24.2,4701325,0,1,0,2650.5965,29.1338,1.2054,1.2035,1336.3908,207.1233,224.7609,1.5199,1.6493,1,
24.2,4801325,0,1,0,2650.9549,29.1347,1.2056,1.2036,1336.4072,207.4947,225.0177,1.5226,1.6512,1,
24.2,4901325,0,1,0,2651.3038,29.1355,1.2057,1.2038,1336.4231,207.8560,225.2676,1.5252,1.653,1,
24.2,5001325,0,1,0,2651.6436,29.1363,1.2059,1.2039,1336.4386,208.2078,225.5111,1.5278,1.6548,1,
24.2,5101325,0,1,0,2651.9748,29.1371,1.206,1.2041,1336.4536,208.5508,225.7488,1.5303,1.6565,1,
24.2,5201325,0,1,0,2652.2976,29.1378,1.2061,1.2042,1336.4682,208.8839,225.9795,1.5327,1.6582,1,
24.2,5301325,0,1,0,2652.6126,29.1386,1.2062,1.2043,1336.4824,209.2087,226.2045,1.5351,1.6598,1,
24.2,5401325,0,1,0,2652.9199,29.1393,1.2064,1.2045,1336.4962,209.5270,226.4255,1.5374,1.6614,1,
24.2,5501325,0,1,0,2653.22,29.14,1.2065,1.2046,1336.5097,209.8410,226.6445,1.5397,1.663,1,
24.2,5601325,0,1,0,2653.513,29.1407,1.2066,1.2047,1336.5229,210.1438,226.8548,1.5419,1.6645,1,
24.2,5701325,0,1,0,2653.7994,29.1414,1.2067,1.2049,1336.5357,210.4396,227.0603,1.5441,1.666,1,
24.2,5801325,0,1,0,2654.0794,29.1421,1.2068,1.205,1336.5482,210.7287,227.2614,1.5462,1.6675,1,
24.2,5901325,0,1,0,2654.3531,29.1427,1.2069,1.2051,1336.5603,211.0113,227.4581,1.5482,1.6689,1,
24.2,6001325,0,1,0,2654.6209,29.1434,1.2071,1.2052,1336.5722,211.2878,227.6505,1.5503,1.6703,1,
24.2,6101325,0,1,0,2654.883,29.144,1.2072,1.2053,1336.5839,211.5574,227.838,1.5522,1.6717,1,
24.2,6201325,0,1,0,2655.1395,29.1446,1.2073,1.2054,1336.5952,211.8214,228.0217,1.5541,1.673,1,
24.2,6301325,0,1,0,2655.3908,29.1452,1.2074,1.2056,1336.6063,212.0809,228.2027,1.556,1.6743,1,
24.2,6401325,0,1,0,2655.6369,29.1458,1.2075,1.2057,1336.6172,212.3346,228.3795,1.5579,1.6756,1,
24.2,6501325,0,1,0,2655.8781,29.1464,1.2076,1.2058,1336.6278,212.5880,228.5574,1.5597,1.6769,1,
24.2,6601325,0,1,0,2656.1145,29.147,1.2077,1.2059,1336.6382,212.8317,228.7274,1.5615,1.6781,1,
24.2,6701325,0,1,0,2656.3463,29.1475,1.2078,1.206,1336.6484,213.0709,228.8944,1.5632,1.6793,1,
24.2,6801325,0,1,0,2656.5736,29.148,1.2079,1.2061,1336.6583,213.3053,229.0582,1.565,1.6805,1,
24.2,6901325,0,1,0,2656.7967,29.1486,1.2079,1.2062,1336.6681,213.5354,229.2189,1.5666,1.6817,1,
24.2,7001325,0,1,0,2657.0155,29.1491,1.208,1.2063,1336.6776,213.7612,229.3767,1.5683,1.6828,1,
24.2,7101325,0,1,0,2657.2304,29.1496,1.2081,1.2064,1336.687,213.9840,229.5328,1.5699,1.684,1,
24.2,7201325,0,1,0,2657.4413,29.1501,1.2082,1.2065,1336.6962,214.2016,229.685,1.5715,1.6851,1,
24.2,7301325,0,1,0,2657.6485,29.1506,1.2083,1.2066,1336.7052,214.4151,229.8344,1.573,1.6862,1,
24.2,7401325,0,1,0,2657.8519,29.1511,1.2084,1.2067,1336.714,214.6250,229.9813,1.5746,1.6872,1,
24.2,7501325,0,1,0,2658.0519,29.1516,1.2085,1.2067,1336.7226,214.8313,230.1257,1.5761,1.6883,1,
24.2,7601325,0,1,0,2658.2484,29.1521,1.2085,1.2068,1336.7311,215.0339,230.2676,1.5776,1.6893,1,
24.2,7701325,0,1,0,2658.4416,29.1525,1.2086,1.2069,1336.7395,215.2327,230.4068,1.579,1.6903,1,
24.2,7801325,0,1,0,2658.6315,29.153,1.2087,1.207,1336.7477,215.4286,230.544,1.5804,1.6913,1,
24.2,7901325,0,1,0,2658.8182,29.1534,1.2088,1.2071,1336.7557,215.6201,230.6779,1.5818,1.6923,1,
24.2,8001325,0,1,0,2659.002,29.1539,1.2089,1.2072,1336.7636,215.8088,230.81,1.5832,1.6932,1,
24.2,8101325,0,1,0,2659.1827,29.1543,1.2089,1.2073,1336.7713,215.9949,230.9405,1.5846,1.6942,1,
24.2,8201325,0,1,0,2659.3606,29.1547,1.209,1.2073,1336.779,216.1832,231.0738,1.5859,1.6952,1,
24.2,8301325,0,1,0,2659.5356,29.1552,1.2091,1.2074,1336.7865,216.3638,231.2005,1.5872,1.6961,1,
24.2,8401325,0,1,0,2659.7079,29.1556,1.2091,1.2075,1336.7938,216.5414,231.3251,1.5885,1.697,1,
24.2,8501325,0,1,0,2659.8776,29.156,1.2092,1.2076,1336.8011,216.7164,231.448,1.5898,1.6979,1,
24.2,8601325,0,1,0,2660.0446,29.1564,1.2093,1.2076,1336.8082,216.8887,231.5689,1.5911,1.6988,1,
24.2,8701325,0,1,0,2660.2092,29.1568,1.2094,1.2077,1336.8152,217.0585,231.6882,1.5923,1.6996,1,
24.2,8801325,0,1,0,2660.3713,29.1572,1.2094,1.2078,1336.8221,217.2257,231.8057,1.5935,1.7005,1,
24.2,8901325,0,1,0,2660.531,29.1576,1.2095,1.2079,1336.8289,217.3905,231.9215,1.5947,1.7013,1,
24.2,9001325,0,1,0,2660.6884,29.1579,1.2096,1.2079,1336.8356,217.5530,232.0356,1.5959,1.7021,1,
24.2,9101325,0,1,0,2660.8435,29.1583,1.2096,1.208,1336.8421,217.7119,232.1471,1.5971,1.703,1,
24.2,9201325,0,1,0,2660.9964,29.1587,1.2097,1.2081,1336.8486,217.8691,232.2574,1.5982,1.7038,1,
24.2,9301325,0,1,0,2661.1471,29.159,1.2097,1.2081,1336.855,218.0245,232.3666,1.5993,1.7046,1,
24.2,9401325,0,1,0,2661.2958,29.1594,1.2098,1.2082,1336.8613,218.1826,232.479,1.6005,1.7054,1,
24.2,9500000,0,1,0,2661.4404,29.1598,1.2099,1.2083,1336.8674,218.3320,232.5841,1.6016,1.7061,1,
24.3,101325,0,1,0,2539.8941,28.8846,1.1727,1.1664,1328.3798,nan,0,0,0,1,
24.3,201325,0,1,0,2565.8597,28.945,1.1791,1.1739,1330.4404,99.9424,168.8484,0.7367,1.2446,1,
24.3,301325,0,1,0,2579.7346,28.9773,1.1829,1.1782,1331.4664,124.0947,175.9624,0.914,1.296,1,
24.3,401325,0,1,0,2588.9635,28.9988,1.1855,1.1812,1332.1117,137.9192,182.2231,1.0153,1.3415,1,
24.3,501325,0,1,0,2595.7656,29.0147,1.1876,1.1836,1332.5672,147.3269,187.0858,1.0842,1.3768,1,
24.3,601325,0,1,0,2601.0916,29.0271,1.1892,1.1854,1332.9106,154.3200,190.9512,1.1354,1.4049,1,
24.3,701325,0,1,0,2605.4326,29.0372,1.1906,1.187,1333.1816,159.8117,194.1154,1.1755,1.4279,1,
24.3,801325,0,1,0,2609.0736,29.0457,1.1918,1.1883,1333.403,164.2917,196.7719,1.2083,1.4472,1,
24.3,901325,0,1,0,2612.1936,29.053,1.1928,1.1895,1333.5884,168.0469,199.0462,1.2357,1.4637,1,
24.3,1001325,0,1,0,2614.9125,29.0594,1.1937,1.1905,1333.7467,171.2683,201.031,1.2593,1.4781,1,
24.3,1101325,0,1,0,2617.3138,29.065,1.1945,1.1914,1333.884,174.0684,202.7781,1.2797,1.4908,1,
24.3,1201325,0,1,0,2619.458,29.07,1.1953,1.1922,1334.0046,176.5386,204.3362,1.2978,1.5021,1,
24.3,1301325,0,1,0,2621.3904,29.0745,1.196,1.193,1334.1117,178.7432,205.7398,1.3139,1.5123,1,
24.3,1401325,0,1,0,2623.1455,29.0786,1.1966,1.1937,1334.2077,180.7268,207.0122,1.3284,1.5216,1,
24.3,1501325,0,1,0,2624.7503,29.0824,1.1971,1.1943,1334.2945,182.5286,208.1764,1.3415,1.53,1,
